Site,Block,Rep,Family,SeedID,Provenance,HT0,HT2,HT7,HT9,HT 12,DBH7,DBH9,DBH12,Quality_12,X2Yrelativeheight,X7Yrelativeheight,X9Yrelativeheight,X12Yrelativeheight,X9Yrelativedbh,X12Yrelativedbh
Corcovety,1,1,48,CE,Killegar,0.73,1.53,6.1,7.5,10,6.5,7.4,8.8,4,0.4025,0.767857143,0.752777778,0.772916667,0.45,0.46
Corcovety,1,1,48,CF,Killegar,0.4,1.65,6.4,7.3,9.4,5.5,5.6,6.9,4,0.625,0.857142857,0.766666667,0.75,0.05,0.28
Corcovety,1,1,48,CG,Killegar,0.64,1.78,7.1,8,10.1,9.5,10.6,12.4,3,0.57,0.922857143,0.817777778,0.788333333,0.55,0.58
Corcovety,1,1,48,CM(BC),Killegar,0.46,,,,,,,,,,,,,,
Corcovety,2,2,48,BB,Killegar,0.58,1.49,6.4,7.4,10.4,9.4,11,12.5,3,0.455,0.831428571,0.757777778,0.818333333,0.8,0.62
Corcovety,2,2,48,BG,Killegar,0.66,1.14,6.1,7.3,9.8,6.4,7,7.6,4,0.2425,0.777857143,0.738333333,0.762083333,0.3,0.24
Corcovety,2,2,48,BI,Killegar,0.71,1.6,6.9,7.9,10.4,8,9.5,12.1,4,0.445,0.884285714,0.798888889,0.8075,0.75,0.82
Corcovety,2,2,48,BN,Killegar,0.64,1.83,7,8.1,10.4,9.4,10.5,11.7,4,0.595,0.908571429,0.828888889,0.813333333,0.55,0.46
Corcovety,2,2,48,BP,Killegar,0.57,1.34,6.1,7.3,10,8.2,8.7,9.5,3,0.3875,0.790714286,0.748333333,0.78625,0.25,0.26
Corcovety,2,2,48,BQ,Killegar,0.74,2.42,7.5,8.5,11.5,3.9,,,4,0.84,0.965714286,0.862222222,0.896666667,,
Corcovety,2,2,48,BR,Killegar,0.52,1.37,6.5,7.3,10,8,9.4,11.4,3,0.425,0.854285714,0.753333333,0.79,0.7,0.68
Corcovety,2,2,48,BZ(BJ),Killegar,0.53,,,,,,,,,,,,,,
Corcovety,2,2,48,ES(BK),Killegar,0.37,,,,,,,,,,,,,,
Corcovety,4,3,48,AH(CJ),Killegar,0.34,,,,,,,,,,,,,,
Corcovety,4,3,48,AW,Killegar,0.67,1.85,6.5,7.6,10.4,10,11.4,12.8,3,0.59,0.832857143,0.77,0.810833333,0.7,0.56
Corcovety,4,3,48,AY,Killegar,0.46,0.87,6.1,7.6,9.9,7.7,8.7,10.5,4,0.205,0.805714286,0.793333333,0.786666667,0.5,0.56
Corcovety,4,3,48,AZ,Killegar,0.59,1.1,5.8,7.3,10.3,7.2,8,9.8,3,0.255,0.744285714,0.745555556,0.809166667,0.4,0.52
Corcovety,4,3,48,BA,Killegar,0.5,1.4,6.2,7.4,9.7,11.4,12.6,13.3,4,0.45,0.814285714,0.766666667,0.766666667,0.6,0.38
Corcovety,4,3,48,CP,Killegar,0.27,1.77,6.7,7.7,10.4,8.2,10,12.4,3,0.75,0.918571429,0.825555556,0.844166667,0.9,0.84
Corcovety,4,3,48,CW,Killegar,0.44,1.41,6.1,7.5,10.4,10.3,10.9,12.9,4,0.485,0.808571429,0.784444444,0.83,0.3,0.52
Corcovety,4,3,48,FA,Killegar,0.64,0.94,5.3,6.5,8.8,6.8,7.3,7.4,4,0.15,0.665714286,0.651111111,0.68,0.25,0.12
Corcovety,4,3,48,G,Killegar,0.29,1.14,5.4,6.8,10.2,7.6,8.4,9.8,4,0.425,0.73,0.723333333,0.825833333,0.4,0.44
Corcovety,1,1,49,CE,Killegar,0.47,2.02,8.3,8.8,9.2,7.6,8.6,10.5,4,0.775,1.118571429,0.925555556,0.7275,0.5,0.58
Corcovety,1,1,49,CF,Killegar,0.57,1.73,7.1,8.7,11.2,9,10.4,12.7,4,0.58,0.932857143,0.903333333,0.885833333,0.7,0.74
Corcovety,1,1,49,CG,Killegar,0.4,1.55,6.4,7.6,8.6,6,6.7,8.3,4,0.5775,0.857857143,0.800555556,0.68375,0.35,0.46
Corcovety,1,1,49,CH,Killegar,0.53,1.9,5.6,6.2,6.3,6.3,6.7,7,4,0.685,0.724285714,0.63,0.480833333,0.2,0.14
Corcovety,1,1,49,CJ,Killegar,0.5,2.24,8.2,9.4,11.2,6.8,11.1,14.3,3,0.87,1.1,0.988888889,0.891666667,2.15,1.5
Corcovety,1,1,49,CL,Killegar,0.43,1.9,7.5,8,9.7,6,7.5,9.5,4,0.735,1.01,0.841111111,0.7725,0.75,0.7
Corcovety,1,1,49,DB,Killegar,0.3,2.52,9,10.6,12.6,3.2,3.8,,3,1.11,1.242857143,1.144444444,1.025,0.3,
Corcovety,1,1,49,EN,Killegar,0.46,0.9,5.4,,,,,,,0.22,0.705714286,,,,
Corcovety,1,1,49,EP,Killegar,0.54,2.36,8.2,9.4,11.4,9.9,11.2,13.2,3,0.91,1.094285714,0.984444444,0.905,0.65,0.66
Corcovety,2,2,49,AF,Killegar,0.29,1.64,6.5,7.3,9.3,7.3,8.2,10.4,4,0.675,0.887142857,0.778888889,0.750833333,0.45,0.62
Corcovety,2,2,49,AH,Killegar,0.4,1.86,7.5,8.3,10.8,9.3,11,13.9,2,0.73,1.014285714,0.877777778,0.866666667,0.85,0.92
Corcovety,2,2,49,AL,Killegar,0.42,1.68,7,8.3,9.7,9.9,11,13.1,4,0.63,0.94,0.875555556,0.773333333,0.55,0.64
Corcovety,2,2,49,BS,Killegar,0.5,1.46,5.7,7,9.7,8.4,8.7,10.8,4,0.48,0.742857143,0.722222222,0.766666667,0.15,0.48
Corcovety,2,2,49,BT,Killegar,0.4,1.82,6.9,7.4,9.8,7.8,9.4,10.8,4,0.71,0.928571429,0.777777778,0.783333333,0.8,0.6
Corcovety,2,2,49,CA,Killegar,0.41,1.85,6.3,7.5,9.9,9,9.9,11.6,4,0.72,0.841428571,0.787777778,0.790833333,0.45,0.52
Corcovety,2,2,49,CB,Killegar,0.22,1.63,6.6,7.9,10,9.2,10.7,12.9,3,0.705,0.911428571,0.853333333,0.815,0.75,0.74
Corcovety,2,2,49,CD,Killegar,0.27,1.65,7.5,8.3,10.9,10.6,12.4,13.8,3,0.69,1.032857143,0.892222222,0.885833333,0.9,0.64
Corcovety,2,2,49,DA,Killegar,0.23,1.41,6.1,7.5,9.8,8.1,9.5,11,3,0.59,0.838571429,0.807777778,0.7975,0.7,0.58
Corcovety,4,3,49,AA,Killegar,0.34,2.05,8.1,8.8,10.7,10,11,14.8,4,0.855,1.108571429,0.94,0.863333333,0.5,0.96
Corcovety,4,3,49,AB,Killegar,0.26,1.8,7.4,8.7,10.3,8,8.4,9.8,3,0.77,1.02,0.937777778,0.836666667,0.2,0.36
Corcovety,4,3,49,AC,Killegar,0.27,1.46,7.4,8.8,10.7,9.5,10.7,12.1,4,0.595,1.018571429,0.947777778,0.869166667,0.6,0.52
Corcovety,4,3,49,AD,Killegar,0.2,1.75,6.4,8.1,6.2,4.9,5.5,6.6,4,0.775,0.885714286,0.877777778,0.5,0.3,0.34
Corcovety,4,3,49,AG,Killegar,0.23,1.26,6,6.7,8.3,4.3,5,6,4,0.515,0.824285714,0.718888889,0.6725,0.35,0.34
Corcovety,4,3,49,AI,Killegar,0.2,2.05,7.7,9,10.7,8.7,9.7,11.2,3,0.925,1.071428571,0.977777778,0.875,0.5,0.5
Corcovety,4,3,49,AJ,Killegar,0.32,2.33,8.6,9.3,12.2,10.6,12.3,15.3,3,1.005,1.182857143,0.997777778,0.99,0.85,0.94
Corcovety,4,3,49,AK,Killegar,0.4,2.1,7.3,8.6,10,9.3,10.8,12.7,3,0.85,0.985714286,0.911111111,0.8,0.75,0.68
Corcovety,4,3,49,AP,Killegar,0.21,1.6,5.2,6.6,7.2,6.9,7.2,7.2,4,0.695,0.712857143,0.71,0.5825,0.15,0.06
Corcovety,1,1,50,CN,Killegar,0.6,2.28,6.8,8.1,9.3,7.5,8.3,9.3,4,0.84,0.885714286,0.833333333,0.725,0.4,0.36
Corcovety,1,1,50,CO,Killegar,0.58,1.15,6.8,8.3,9.6,8,8.9,10.9,3,0.285,0.888571429,0.857777778,0.751666667,0.45,0.58
Corcovety,1,1,50,CP,Killegar,0.51,2.59,6.6,7.6,9.6,8.9,9.9,11.8,3,1.04,0.87,0.787777778,0.7575,0.5,0.58
Corcovety,1,1,50,CQ,Killegar,0.56,2.28,8.1,10.1,10.6,9.8,10.9,11.9,3,0.86,1.077142857,1.06,0.836666667,0.55,0.42
Corcovety,1,1,50,CR,Killegar,0.54,2.59,8.7,10.3,11.7,11.2,13.1,15.9,1,1.025,1.165714286,1.084444444,0.93,0.95,0.94
Corcovety,1,1,50,CS,Killegar,0.63,1.99,5.8,6.7,,7,7.6,,,0.68,0.738571429,0.674444444,,0.3,
Corcovety,1,1,50,CT,Killegar,0.55,2.15,7.7,9.2,10.1,8.1,9.4,11,3,0.8,1.021428571,0.961111111,0.795833333,0.65,0.58
Corcovety,1,1,50,CW,Killegar,0.62,2.55,7.2,8.6,9.4,7.9,9.1,11,3,0.965,0.94,0.886666667,0.731666667,0.6,0.62
Corcovety,1,1,50,CX,Killegar,0.67,2.55,7.5,9.1,10.5,9.2,10.7,12.1,3,0.94,0.975714286,0.936666667,0.819166667,0.75,0.58
Corcovety,2,2,50,BT,Killegar,0.4,1.85,5.9,6.9,9.4,8.9,10.7,12.5,4,0.725,0.785714286,0.722222222,0.75,0.9,0.72
Corcovety,2,2,50,CA,Killegar,0.42,0.84,5.2,6.7,7.7,4.4,5.1,5.5,4,0.21,0.682857143,0.697777778,0.606666667,0.35,0.22
Corcovety,2,2,50,CD,Killegar,0.56,1.6,5.9,7.2,9.4,8.2,9.3,11.5,3,0.52,0.762857143,0.737777778,0.736666667,0.55,0.66
Corcovety,2,2,50,CF,Killegar,0.24,1.64,6.9,8,10.2,10.7,11.6,13.6,3,0.7,0.951428571,0.862222222,0.83,0.45,0.58
Corcovety,2,2,50,CZ,Killegar,0.63,1.6,5.6,7.3,9.3,6,6.9,8.8,4,0.485,0.71,0.741111111,0.7225,0.45,0.56
Corcovety,2,2,50,DA,Killegar,0.44,1.3,5.9,7,9.1,4.9,5.6,6.3,4,0.43,0.78,0.728888889,0.721666667,0.35,0.28
Corcovety,2,2,50,DD,Killegar,0.52,1.56,6.1,7.2,9.3,4.9,5.9,8.8,4,0.52,0.797142857,0.742222222,0.731666667,0.5,0.78
Corcovety,2,2,50,DE,Killegar,0.48,1.56,7,8,10.6,8.8,10.5,12.7,3,0.54,0.931428571,0.835555556,0.843333333,0.85,0.78
Corcovety,2,2,50,EI,Killegar,0.61,1.7,6.7,8,10.7,8.4,10.3,12.8,3,0.545,0.87,0.821111111,0.840833333,0.95,0.88
Corcovety,3,3,50,BC,Killegar,0.67,1.88,7,8.1,10.7,8.5,10.2,12.2,3,0.605,0.904285714,0.825555556,0.835833333,0.85,0.74
Corcovety,3,3,50,CM,Killegar,0.56,1.57,6.6,7.3,10.2,7.5,8.6,10.1,3,0.505,0.862857143,0.748888889,0.803333333,0.55,0.52
Corcovety,3,3,50,DB,Killegar,0.45,1.87,6.9,8.5,10.3,8.4,8.8,9.9,3,0.71,0.921428571,0.894444444,0.820833333,0.2,0.3
Corcovety,3,3,50,DC,Killegar,0.34,1.59,5.8,7.4,9.1,5.2,6.6,7.6,4,0.625,0.78,0.784444444,0.73,0.7,0.48
Corcovety,3,3,50,DK,Killegar,0.43,2.26,7.5,8.5,10.6,9.3,10.7,13.6,3,0.915,1.01,0.896666667,0.8475,0.7,0.86
Corcovety,3,3,50,DN,Killegar,0.32,1.8,7.2,8.4,10.3,10.1,11.4,13.5,3,0.74,0.982857143,0.897777778,0.831666667,0.65,0.68
Corcovety,3,3,50,EJ,Killegar,0.36,1.97,7.3,8.4,11,8.5,10.1,12.6,3,0.805,0.991428571,0.893333333,0.886666667,0.8,0.82
Corcovety,3,3,50,EK,Killegar,0.65,2.16,7.1,8.7,11.2,10.3,11.5,12.9,3,0.755,0.921428571,0.894444444,0.879166667,0.6,0.52
Corcovety,3,3,50,EL,Killegar,0.53,1.61,6.1,7.6,9.9,7.5,8.6,10.1,3,0.54,0.795714286,0.785555556,0.780833333,0.55,0.52
Corcovety,1,1,51,(FU),Killegar,0.47,,,,,,,,,,,,,,
Corcovety,1,1,51,(FY),Killegar,0.35,,,,,,,,,,,,,,
Corcovety,1,1,51,FP,Killegar,0.57,1.89,5.8,6.6,9.4,5.7,6.5,7.7,4,0.66,0.747142857,0.67,0.735833333,0.4,0.4
Corcovety,1,1,51,FQ,Killegar,0.5,1.61,5.4,7,10.2,8,8.9,10.1,4,0.555,0.7,0.722222222,0.808333333,0.45,0.42
Corcovety,1,1,51,FT,Killegar,0.66,1.94,6.6,8.2,10.9,7.8,9,10.4,4,0.64,0.848571429,0.837777778,0.853333333,0.6,0.52
Corcovety,1,1,51,FV,Killegar,0.43,2.38,6.8,7.4,11.9,12,13.8,17,4,0.975,0.91,0.774444444,0.955833333,0.9,1
Corcovety,1,1,51,FW,Killegar,0.47,1.84,5.5,7.2,9.7,7.8,8,8.8,4,0.685,0.718571429,0.747777778,0.769166667,0.1,0.2
Corcovety,1,1,51,FX,Killegar,0.45,1.39,6.3,7.8,10.5,9.7,11,11.5,4,0.47,0.835714286,0.816666667,0.8375,0.65,0.36
Corcovety,1,1,51,FZ,Killegar,0.6,2.04,7.1,8.6,11,9.2,11,14,3,0.72,0.928571429,0.888888889,0.866666667,0.9,0.96
Corcovety,2,2,51,FC,Killegar,0.24,1.98,6.3,7.9,10.1,8,9.8,10.9,3,0.87,0.865714286,0.851111111,0.821666667,0.9,0.58
Corcovety,2,2,51,FD,Killegar,0.3,2.19,7.2,7.9,9.6,7,7.8,8.9,4,0.945,0.985714286,0.844444444,0.775,0.4,0.38
Corcovety,2,2,51,FE,Killegar,0.4,1.08,6.1,6.7,,7.2,7.2,,,0.34,0.814285714,0.7,,,
Corcovety,2,2,51,FI,Killegar,0.42,1.92,6.5,7.9,10.1,9.5,11.3,12.9,3,0.75,0.868571429,0.831111111,0.806666667,0.9,0.68
Corcovety,2,2,51,FJ,Killegar,0.35,1.87,6.5,8.3,9.8,7.8,9.5,12.9,4,0.76,0.878571429,0.883333333,0.7875,0.85,1.02
Corcovety,2,2,51,FK,Killegar,0.61,1.07,6,7,7.1,3.2,3.2,4.4,4,0.23,0.77,0.71,0.540833333,,0.24
Corcovety,2,2,51,FM,Killegar,0.4,2.13,8,8.1,10.3,9.6,10.4,13.1,3,0.865,1.085714286,0.855555556,0.825,0.4,0.7
Corcovety,2,2,51,FO,Killegar,0.4,1.94,7.2,8.3,10.8,9.8,11,13.4,3,0.77,0.971428571,0.877777778,0.866666667,0.6,0.72
Corcovety,2,2,51,FS,Killegar,0.52,2.06,7.7,7.8,8.8,8.3,9.4,12.2,3,0.77,1.025714286,0.808888889,0.69,0.55,0.78
Corcovety,1,1,52,AV(DW),Killegar,0.62,,,,,,,,,,,,,,
Corcovety,1,1,52,DN(EC),Killegar,0.56,,,,,,,,,,,,,,
Corcovety,1,1,52,DR,Killegar,0.61,0.84,,,,,,,,0.115,,,,,
Corcovety,1,1,52,DT,Killegar,0.53,1.21,6.9,7.8,10.4,9.9,12,14.6,3,0.34,0.91,0.807777778,0.8225,1.05,0.94
Corcovety,1,1,52,DX,Killegar,0.63,0.99,6.2,7.9,10.4,6.1,7.6,10.1,3,0.18,0.795714286,0.807777778,0.814166667,0.75,0.8
Corcovety,1,1,52,EA,Killegar,0.7,1.74,6.9,8.1,10,10.4,11.8,12.7,3,0.52,0.885714286,0.822222222,0.775,0.7,0.46
Corcovety,1,1,52,ED,Killegar,0.72,2.14,6.9,8.1,10.6,8.3,9.7,12.3,3,0.71,0.882857143,0.82,0.823333333,0.7,0.8
Corcovety,1,1,52,EZ,Killegar,0.51,1.58,5.9,6.6,9.9,8.7,10.2,11.9,4,0.535,0.77,0.676666667,0.7825,0.75,0.64
Corcovety,1,1,52,FM(DY),Killegar,0.34,,,,,,,,,,,,,,
Corcovety,2,2,52,AP,Killegar,0.67,1.9,7.5,8.6,11.4,7.7,9.1,11.3,3,0.615,0.975714286,0.881111111,0.894166667,0.7,0.72
Corcovety,2,2,52,AR,Killegar,0.62,2.22,6.6,8.6,11.6,9.4,10.6,12.5,4,0.8,0.854285714,0.886666667,0.915,0.6,0.62
Corcovety,2,2,52,AS,Killegar,0.46,1.48,8.4,8.6,12,6.5,7.8,8.8,4,0.51,1.134285714,0.904444444,0.961666667,0.65,0.46
Corcovety,2,2,52,AT,Killegar,0.61,1.76,7.4,8.4,10,9,10.2,11.9,4,0.575,0.97,0.865555556,0.7825,0.6,0.58
Corcovety,2,2,52,AV,Killegar,0.59,1.7,6.7,8.1,10.7,8.1,9.6,11.7,2,0.555,0.872857143,0.834444444,0.8425,0.75,0.72
Corcovety,2,2,52,AX,Killegar,0.64,1.91,7.3,8.4,11.4,8,9.8,12.1,3,0.635,0.951428571,0.862222222,0.896666667,0.9,0.82
Corcovety,2,2,52,DP,Killegar,0.74,1.93,6.3,7.4,10.3,6.6,7.5,8.9,3,0.595,0.794285714,0.74,0.796666667,0.45,0.46
Corcovety,2,2,52,DQ,Killegar,0.61,1.7,7.8,8.5,11.3,9.6,11.5,14,3,0.545,1.027142857,0.876666667,0.890833333,0.95,0.88
Corcovety,2,2,52,DU,Killegar,0.65,2.28,8,8.6,12.6,9.9,11.5,14.3,3,0.815,1.05,0.883333333,0.995833333,0.8,0.88
Corcovety,3,3,52,DO,Killegar,0.5,2.14,8.1,9.9,12,11.4,13.6,17.1,2,0.82,1.085714286,1.044444444,0.958333333,1.1,1.14
Corcovety,3,3,52,EB,Killegar,0.6,2.14,8.1,9.6,10.4,8.8,10,12.2,2,0.77,1.071428571,1,0.816666667,0.6,0.68
Corcovety,3,3,52,EE,Killegar,0.62,1.2,6.6,9.3,11,8.4,9.6,12,4,0.29,0.854285714,0.964444444,0.865,0.6,0.72
Corcovety,3,3,52,EF,Killegar,0.56,2.39,8.1,9.9,11.3,9.6,10.7,12.5,3,0.915,1.077142857,1.037777778,0.895,0.55,0.58
Corcovety,3,3,52,EG,Killegar,0.68,1.98,7,8.6,11.3,6.8,7.7,8.5,4,0.65,0.902857143,0.88,0.885,0.45,0.34
Corcovety,3,3,52,EH,Killegar,0.52,1.2,7.3,8.7,10.3,8.1,8.3,8.6,3,0.34,0.968571429,0.908888889,0.815,0.1,0.1
Corcovety,3,3,52,EI,Killegar,0.52,2.14,6.7,8.5,10.2,7,8.6,10.5,4,0.81,0.882857143,0.886666667,0.806666667,0.8,0.7
Corcovety,3,3,52,EN,Killegar,0.53,1.94,8.1,9.6,11.3,11.5,13.3,16.5,3,0.705,1.081428571,1.007777778,0.8975,0.9,1
Corcovety,3,3,52,EP,Killegar,0.71,2.14,7.8,9,9.3,9.4,11,11.9,3,0.715,1.012857143,0.921111111,0.715833333,0.8,0.5
Corcovety,1,1,53,CB,Killegar,0.39,2.56,7.6,7.8,10.6,9.8,11.4,14,2,1.085,1.03,0.823333333,0.850833333,0.8,0.84
Corcovety,1,1,53,CD,Killegar,0.54,2.1,6.5,7.9,9.8,9,9.4,10.8,4,0.78,0.851428571,0.817777778,0.771666667,0.2,0.36
Corcovety,1,1,53,CG,Killegar,0.38,2.1,7.3,8,10.5,8.1,8.9,9.5,4,0.86,0.988571429,0.846666667,0.843333333,0.4,0.28
Corcovety,1,1,53,CH,Killegar,0.54,2.08,7.2,8.4,10.7,9.8,10.9,13.7,2,0.77,0.951428571,0.873333333,0.846666667,0.55,0.78
Corcovety,1,1,53,CI,Killegar,0.42,1.59,7.8,9.8,10.7,9,10.6,12.3,2,0.585,1.054285714,1.042222222,0.856666667,0.8,0.66
Corcovety,1,1,53,CJ,Killegar,0.31,1.2,7.3,8.8,9.2,7.7,8.7,9.5,3,0.445,0.998571429,0.943333333,0.740833333,0.5,0.36
Corcovety,1,1,53,CM(CE),Killegar,0.44,,,,,,,,,,,,,,
Corcovety,1,1,53,DS,Killegar,0.57,2.56,7.4,9.2,10.7,7.1,9.2,12.1,3,0.995,0.975714286,0.958888889,0.844166667,1.05,1
Corcovety,1,1,53,DT,Killegar,0.45,1.59,6.6,8,9,6.4,8,10.5,3,0.57,0.878571429,0.838888889,0.7125,0.8,0.82
Corcovety,2,2,53,AI,Killegar,0.33,1.27,6.9,7.9,10.8,9.3,10.7,12.5,4,0.47,0.938571429,0.841111111,0.8725,0.7,0.64
Corcovety,2,2,53,BA,Killegar,0.29,1.28,5.1,6.6,9.1,6.5,6.8,7.9,4,0.495,0.687142857,0.701111111,0.734166667,0.15,0.28
Corcovety,2,2,53,BT,Killegar,0.31,1.68,6.3,7.2,10.6,9.3,10.2,12.4,3,0.685,0.855714286,0.765555556,0.8575,0.45,0.62
Corcovety,2,2,53,CL,Killegar,0.56,1.31,5.7,7.7,10.2,8.8,9.8,11.4,3,0.375,0.734285714,0.793333333,0.803333333,0.5,0.52
Corcovety,2,2,53,DP,Killegar,0.3,1.28,5.3,6.5,9.1,8,8.7,9.3,4,0.49,0.714285714,0.688888889,0.733333333,0.35,0.26
Corcovety,2,2,53,DR,Killegar,0.63,1.75,6.9,7.7,10.6,9.3,10.7,11.3,3,0.56,0.895714286,0.785555556,0.830833333,0.7,0.4
Corcovety,2,2,53,I(CK),Killegar,0.4,,,,,,,,,,,,,,
Corcovety,2,2,53,V,Killegar,0.41,1.26,4.6,6.8,7.5,4.5,4.8,5,4,0.425,0.598571429,0.71,0.590833333,0.15,0.1
Corcovety,2,2,53,W,Killegar,0.5,1.49,5.4,7.7,10.5,8.3,9.5,11,4,0.495,0.7,0.8,0.833333333,0.6,0.54
Corcovety,4,3,53,BU,Killegar,0.41,1.47,6.3,7.8,10.9,8.3,9.5,11.5,4,0.53,0.841428571,0.821111111,0.874166667,0.6,0.64
Corcovety,4,3,53,BV,Killegar,0.54,1.57,7.2,8.5,11.2,7.5,9,11.4,2,0.515,0.951428571,0.884444444,0.888333333,0.75,0.78
Corcovety,4,3,53,DG,Killegar,0.53,2.12,7.6,8.7,11.7,10.6,12.2,15.1,4,0.795,1.01,0.907777778,0.930833333,0.8,0.9
Corcovety,4,3,53,DH,Killegar,0.44,1.52,7,8,10.9,10.4,11.9,13.4,3,0.54,0.937142857,0.84,0.871666667,0.75,0.6
Corcovety,4,3,53,DI,Killegar,0.46,1.53,6,6.8,7.7,5.1,5.3,5.9,4,0.535,0.791428571,0.704444444,0.603333333,0.1,0.16
Corcovety,4,3,53,DJ,Killegar,0.41,2.15,8.7,9,12,10.4,12.6,16,4,0.87,1.184285714,0.954444444,0.965833333,1.1,1.12
Corcovety,4,3,53,DM,Killegar,0.52,1.34,5.9,6.8,7,6.5,6.5,6.5,4,0.41,0.768571429,0.697777778,0.54,,
Corcovety,4,3,53,DN,Killegar,0.37,1.67,7.2,9,10.7,9.9,11.3,13.8,4,0.65,0.975714286,0.958888889,0.860833333,0.7,0.78
Corcovety,4,3,53,DO,Killegar,0.42,1.72,8.2,9.4,12.3,11,12,14.5,4,0.65,1.111428571,0.997777778,0.99,0.5,0.7
Corcovety,1,1,54,BC,Laheen,0.5,1.88,6.7,7.8,9.3,8.1,9.4,11,4,0.69,0.885714286,0.811111111,0.733333333,0.65,0.58
Corcovety,1,1,54,BG,Laheen,0.68,1.38,5.1,6.1,,5.7,6.3,,,0.35,0.631428571,0.602222222,,0.3,
Corcovety,1,1,54,BH,Laheen,0.42,1.58,5.2,6.5,8.3,4.7,6.9,8.4,4,0.58,0.682857143,0.675555556,0.656666667,1.1,0.74
Corcovety,1,1,54,BI,Laheen,0.53,1.96,7,7.7,9.6,8.6,10,12.1,4,0.715,0.924285714,0.796666667,0.755833333,0.7,0.7
Corcovety,1,1,54,CV,Laheen,0.44,1.44,5.9,7.4,9.2,6,8.3,8.9,4,0.5,0.78,0.773333333,0.73,1.15,0.58
Corcovety,1,1,54,FN,Laheen,0.46,2.1,7,8.7,11.1,10.7,12,13.9,3,0.82,0.934285714,0.915555556,0.886666667,0.65,0.64
Corcovety,1,1,54,K,Laheen,0.51,2.08,6.4,7.4,10.2,6.7,8.2,10.8,3,0.785,0.841428571,0.765555556,0.8075,0.75,0.82
Corcovety,1,1,54,L,Laheen,0.48,1.54,6.4,7.2,9.7,8,9.9,12.3,3,0.53,0.845714286,0.746666667,0.768333333,0.95,0.86
Corcovety,1,1,54,P,Laheen,0.3,0.97,5.4,6.1,,5,5,,,0.335,0.728571429,0.644444444,,,
Corcovety,2,2,54,CB(CH),Laheen,0.41,,,,,,,,,,,,,,
Corcovety,2,2,54,CD,Laheen,0.55,1.69,5.8,6.6,9.6,6.5,7.5,9.5,4,0.57,0.75,0.672222222,0.754166667,0.5,0.6
Corcovety,2,2,54,CW,Laheen,0.77,1.85,6.8,7.6,10.9,10.2,12.3,15,3,0.54,0.861428571,0.758888889,0.844166667,1.05,0.96
Corcovety,2,2,54,DF,Laheen,0.26,1.31,5.5,6.4,9.2,7.8,8.9,9.9,3,0.525,0.748571429,0.682222222,0.745,0.55,0.42
Corcovety,2,2,54,DJ,Laheen,0.4,0.85,5.1,6.5,,3.5,4.2,4.3,4,0.225,0.671428571,0.677777778,,0.35,0.16
Corcovety,2,2,54,DR,Laheen,0.29,1.57,5.4,6.7,9.6,9.6,10.4,11.7,4,0.64,0.73,0.712222222,0.775833333,0.4,0.42
Corcovety,2,2,54,EB,Laheen,0.42,1.4,6,7.1,10.4,8.2,9.9,12.7,4,0.49,0.797142857,0.742222222,0.831666667,0.85,0.9
Corcovety,2,2,54,V,Laheen,0.4,0.83,5.2,6.4,9.7,4.9,5.9,7.4,4,0.2175,0.686428571,0.667222222,0.775416667,0.5,0.5
Corcovety,2,2,54,Y,Laheen,0.44,1.22,5.4,5.9,9.3,5.6,6.3,7.2,4,0.39,0.708571429,0.606666667,0.738333333,0.35,0.32
Corcovety,3,3,54,B,Laheen,0.72,1.97,5.8,7.8,10.1,7.5,8.2,9.2,4,0.625,0.725714286,0.786666667,0.781666667,0.35,0.34
Corcovety,3,3,54,FL,Laheen,0.51,2.25,6.8,8.5,10,9.4,10.4,12.1,4,0.87,0.898571429,0.887777778,0.790833333,0.5,0.54
Corcovety,3,3,54,FM,Laheen,0.47,2.03,6.4,7.9,10.6,8.6,10.1,12.4,3,0.78,0.847142857,0.825555556,0.844166667,0.75,0.76
Corcovety,3,3,54,FO,Laheen,0.64,1.65,6.4,8.3,11.2,6.5,8,9.5,3,0.505,0.822857143,0.851111111,0.88,0.75,0.6
Corcovety,3,3,54,FP,Laheen,0.5,2.12,7,8.3,10.7,8.1,9.4,10.7,4,0.81,0.928571429,0.866666667,0.85,0.65,0.52
Corcovety,3,3,54,FQ,Laheen,0.35,1.56,5.8,7.5,10.3,7,8.2,10.1,3,0.605,0.778571429,0.794444444,0.829166667,0.6,0.62
Corcovety,3,3,54,FR,Laheen,0.41,2.05,6.6,7.6,10.6,10.2,12.2,14.2,3,0.82,0.884285714,0.798888889,0.849166667,1,0.8
Corcovety,3,3,54,I,Laheen,0.44,1.37,5.7,6.8,9.5,6.2,7.1,8.5,4,0.465,0.751428571,0.706666667,0.755,0.45,0.46
Corcovety,3,3,54,J,Laheen,0.43,1.77,5.1,7.2,9.6,7,7.3,7.5,4,0.67,0.667142857,0.752222222,0.764166667,0.15,0.1
Corcovety,1,1,55,AI(EC),Laheen,0.29,,,,,,,,,,,,,,
Corcovety,1,1,55,CF,Laheen,0.28,1.89,6.6,8.2,10.9,5.9,6.9,15.3,4,0.805,0.902857143,0.88,0.885,0.5,1.88
Corcovety,1,1,55,CG,Laheen,0.33,0.75,,,,,,,,0.2125,,,,,
Corcovety,1,1,55,DC(EO),Laheen,0.3,,,,,,,,,,,,,,
